"predTrain_1","predTrain_22","predTrain_24","predTrain_35","predTrain_98","predTrain_118","predTrain_133","predTrain_138","predTrain_139","predTrain_158","predTrain_180","predTrain_191","predTrain_200","predTrain_224","predTrain_275","predTrain_280","predTrain_295","predTrain_325","predTrain_352","predTrain_363","predTrain_379","predTrain_384","predTrain_391","predTrain_404","predTrain_407","predTrain_413","predTrain_463","predTrain_485","predTrain_486","predTrain_505","predTrain_510","predTrain_528","predTrain_540","predTrain_546","predTrain_547","predTrain_550","predTrain_576","predTrain_597","predTrain_605","predTrain_618","predTrain_637","predTrain_660","predTrain_661","predTrain_681","predTrain_688","predTrain_694","predTrain_695","predTrain_773","predTrain_819","predTrain_821","predTrain_896","predTrain_897","predTrain_922","predTrain_923","predTrain_928","predTrain_938","predTrain_978","predTrain_995","predTrain_996","predTrain_1017","predTrain_1020","predTrain_1061","predTrain_1067","predTrain_1073","predTrain_1088","predTrain_1092","predTrain_1126","predTrain_1138","predTrain_1142","predTrain_1143","predTrain_1168","predTrain_1170","predTrain_1175","predTrain_1247","predTrain_1359","predTrain_1372","predTrain_1373","predTrain_1379","predTrain_1399","predTrain_1424","predTrain_1466","predTrain_1478","predTrain_1495","predTrain_1536","predTrain_1627","predTrain_1649","predTrain_1834","predTrain_1845","predTrain_1927","predTrain_1953","predTrain_2007","predTrain_2085","predTrain_2087","predTrain_2169","predTrain_2291","predTrain_2369","predTrain_2575","predTrain_2579","predTrain_2615","predTrain_2694","predTrain_2830","predTrain_2901","predTrain_3080","predTrain_3156","predTrain_3310","predTrain_3964","predTrain_4845","predTrain_5204","time","status"
"TCGA-QQ-A8VD",1,0.997881036059316,0.996883653797503,0.99538944925038,0.99538944925038,0.984746321975377,0.984746321975377,0.984746321975377,0.984746321975377,0.984746321975377,0.984746321975377,0.984746321975377,0.984746321975377,0.980896942170636,0.97893710877297,0.97893710877297,0.972216495159854,0.972216495159854,0.972216495159854,0.972216495159854,0.972216495159854,0.972216495159854,0.961740994541803,0.961740994541803,0.961740994541803,0.961740994541803,0.961740994541803,0.961740994541803,0.961740994541803,0.961740994541803,0.961740994541803,0.961740994541803,0.960139427893839,0.960139427893839,0.960139427893839,0.959179768375676,0.959179768375676,0.959179768375676,0.959179768375676,0.959179768375676,0.959179768375676,0.959179768375676,0.959179768375676,0.959179768375676,0.959179768375676,0.917737906210414,0.917737906210414,0.917737906210414,0.917737906210414,0.917737906210414,0.917737906210414,0.916209616961541,0.916209616961541,0.916209616961541,0.916209616961541,0.916209616961541,0.897319373216454,0.88894631413303,0.88894631413303,0.88894631413303,0.881919107283115,0.877520517385169,0.870238231408007,0.870238231408007,0.86301637899109,0.86301637899109,0.86301637899109,0.86301637899109,0.828683611861528,0.828683611861528,0.821669652716898,0.821669652716898,0.816618280929183,0.816618280929183,0.816618280929183,0.816618280929183,0.816618280929183,0.816618280929183,0.816618280929183,0.811530333072746,0.79315025024685,0.79116985115156,0.79116985115156,0.779390866623379,0.762685690759288,0.753390814360618,0.753390814360618,0.749008827829993,0.749008827829993,0.738842005380604,0.738842005380604,0.738842005380604,0.738842005380604,0.738842005380604,0.738842005380604,0.738842005380604,0.736997207325553,0.736997207325553,0.736997207325553,0.730272269314354,0.730272269314354,0.730272269314354,0.730272269314354,0.730272269314354,0.730272269314354,0.730272269314354,0.730272269314354,0.730272269314354,3964,0
"TCGA-DX-A7EN",1,0.998565844200561,0.996570708313092,0.993254336309436,0.993254336309436,0.992013544045775,0.992013544045775,0.991187210445891,0.984273127495578,0.984273127495578,0.982634038569942,0.976104932847074,0.960771646920045,0.957015984276693,0.951449641984278,0.951449641984278,0.949865213304969,0.94337240462135,0.94337240462135,0.93710417257967,0.93710417257967,0.928940280186088,0.925848967635378,0.920463903697462,0.920463903697462,0.914728944714648,0.914728944714648,0.914728944714648,0.914728944714648,0.914728944714648,0.914728944714648,0.914728944714648,0.911684924417964,0.911684924417964,0.911684924417964,0.907137876887711,0.907137876887711,0.907137876887711,0.907137876887711,0.907137876887711,0.907137876887711,0.907137876887711,0.907137876887711,0.907137876887711,0.895869229201455,0.895869229201455,0.895869229201455,0.895869229201455,0.895869229201455,0.895869229201455,0.895869229201455,0.890287507568703,0.890287507568703,0.890287507568703,0.890287507568703,0.890287507568703,0.871568491968773,0.871568491968773,0.871568491968773,0.871568491968773,0.857162731901644,0.839489906125677,0.829061595028411,0.829061595028411,0.826991529700659,0.826991529700659,0.826991529700659,0.826991529700659,0.817399358320381,0.817399358320381,0.816038160702954,0.816038160702954,0.80892897484297,0.80892897484297,0.80892897484297,0.80892897484297,0.80892897484297,0.80892897484297,0.80892897484297,0.804894424749298,0.790212604226393,0.773597744487239,0.773597744487239,0.766858292325238,0.724007700608608,0.720396697137164,0.720396697137164,0.707309754550211,0.707309754550211,0.700271904901601,0.700271904901601,0.700271904901601,0.700271904901601,0.700271904901601,0.700271904901601,0.700271904901601,0.681276807182247,0.681276807182247,0.681276807182247,0.657296599528171,0.657296599528171,0.657296599528171,0.657296599528171,0.657296599528171,0.657296599528171,0.657296599528171,0.657296599528171,0.657296599528171,923,0
"TCGA-DX-A3M1",1,0.987495505772835,0.983881318976687,0.973199028168904,0.973199028168904,0.971983289378737,0.971983289378737,0.963033898694825,0.954485016837624,0.954485016837624,0.938161346725889,0.902782327425069,0.896634344386084,0.883653310296822,0.864929617115639,0.864929617115639,0.843687709874588,0.843687709874588,0.843687709874588,0.830780605581773,0.830780605581773,0.830780605581773,0.821318685822675,0.818449095135372,0.818449095135372,0.818449095135372,0.818449095135372,0.818449095135372,0.818449095135372,0.818449095135372,0.818449095135372,0.818449095135372,0.798574184908811,0.798574184908811,0.798574184908811,0.790298879193819,0.790298879193819,0.790298879193819,0.790298879193819,0.790298879193819,0.790298879193819,0.790298879193819,0.790298879193819,0.790298879193819,0.78635724708984,0.771493208415046,0.761274905702741,0.761274905702741,0.761274905702741,0.761274905702741,0.761274905702741,0.7562166193536,0.7562166193536,0.7562166193536,0.7562166193536,0.7562166193536,0.730206863511823,0.726726418403524,0.726726418403524,0.726726418403524,0.711742904887083,0.711742904887083,0.708215771199168,0.708215771199168,0.693613906850227,0.693613906850227,0.693613906850227,0.693613906850227,0.693613906850227,0.693613906850227,0.68900519358474,0.68900519358474,0.68900519358474,0.68900519358474,0.68900519358474,0.68900519358474,0.68900519358474,0.68900519358474,0.68900519358474,0.650504885853287,0.640820129824201,0.626562674754007,0.626562674754007,0.592834621437281,0.554138954398335,0.50644487139823,0.50644487139823,0.48821154649871,0.48821154649871,0.48821154649871,0.48821154649871,0.48821154649871,0.48821154649871,0.48821154649871,0.48821154649871,0.48821154649871,0.48821154649871,0.48821154649871,0.48821154649871,0.476157560466874,0.476157560466874,0.476157560466874,0.476157560466874,0.476157560466874,0.476157560466874,0.476157560466874,0.476157560466874,0.476157560466874,1359,0
"TCGA-DX-A2J1",1,0.997049814919511,0.997049814919511,0.986964495709481,0.986964495709481,0.982533133521632,0.982533133521632,0.982533133521632,0.982533133521632,0.982533133521632,0.980896942170636,0.976469573079451,0.974031448072868,0.969173445958622,0.967559502208748,0.967559502208748,0.96250135216945,0.96250135216945,0.96250135216945,0.951813206943533,0.951813206943533,0.951813206943533,0.944744252783451,0.944744252783451,0.944744252783451,0.944744252783451,0.944744252783451,0.944744252783451,0.944744252783451,0.944744252783451,0.944744252783451,0.944744252783451,0.944744252783451,0.944744252783451,0.944744252783451,0.94285665250736,0.94285665250736,0.94285665250736,0.94285665250736,0.94285665250736,0.94285665250736,0.94285665250736,0.94285665250736,0.94285665250736,0.9412865335491,0.9412865335491,0.9412865335491,0.9412865335491,0.9412865335491,0.9412865335491,0.9412865335491,0.931920576050617,0.931920576050617,0.931920576050617,0.931920576050617,0.931920576050617,0.922647811386342,0.889047237815087,0.889047237815087,0.889047237815087,0.867199815230827,0.867199815230827,0.851091307877844,0.851091307877844,0.846846472270876,0.846846472270876,0.846846472270876,0.846846472270876,0.838120826758204,0.838120826758204,0.819473675280336,0.819473675280336,0.767347722447811,0.767347722447811,0.767347722447811,0.767347722447811,0.767347722447811,0.767347722447811,0.767347722447811,0.767347722447811,0.74321349298208,0.74321349298208,0.74321349298208,0.74321349298208,0.73489919679176,0.73489919679176,0.73489919679176,0.730624764026819,0.730624764026819,0.71195244636121,0.71195244636121,0.71195244636121,0.71195244636121,0.71195244636121,0.71195244636121,0.71195244636121,0.689760512283209,0.689760512283209,0.689760512283209,0.689760512283209,0.689760512283209,0.689760512283209,0.689760512283209,0.689760512283209,0.689760512283209,0.689760512283209,0.689760512283209,0.689760512283209,2901,0
"TCGA-FX-A3TO",1,0.989187665953452,0.972432567277014,0.941258114626674,0.941258114626674,0.926086275316402,0.926086275316402,0.924544083707538,0.910627631629422,0.910627631629422,0.905180224403535,0.903371673108873,0.897369225677522,0.890664132016267,0.886960752198717,0.886960752198717,0.878720964004441,0.87455693681922,0.87455693681922,0.87455693681922,0.87455693681922,0.87237327519153,0.868239328031555,0.868239328031555,0.868239328031555,0.868239328031555,0.868239328031555,0.868239328031555,0.868239328031555,0.868239328031555,0.868239328031555,0.868239328031555,0.860675374467658,0.860675374467658,0.860675374467658,0.852892971737094,0.852892971737094,0.852892971737094,0.852892971737094,0.852892971737094,0.852892971737094,0.852892971737094,0.852892971737094,0.852892971737094,0.836004559369356,0.813327670309702,0.810621091546033,0.810621091546033,0.810621091546033,0.810621091546033,0.810621091546033,0.806578101985097,0.806578101985097,0.806578101985097,0.806578101985097,0.806578101985097,0.795563551652328,0.714129717076754,0.714129717076754,0.714129717076754,0.696497791538947,0.693023994311396,0.681001577379632,0.681001577379632,0.681001577379632,0.681001577379632,0.681001577379632,0.681001577379632,0.6639504210261,0.6639504210261,0.625284958580711,0.625284958580711,0.562584200634297,0.562584200634297,0.562584200634297,0.562584200634297,0.562584200634297,0.562584200634297,0.562584200634297,0.546184854367869,0.533918493729439,0.525969482947753,0.525969482947753,0.523346199207537,0.514267312678105,0.514267312678105,0.514267312678105,0.512555942171292,0.512555942171292,0.472203416785598,0.472203416785598,0.472203416785598,0.472203416785598,0.472203416785598,0.472203416785598,0.472203416785598,0.464398580805668,0.464398580805668,0.464398580805668,0.464398580805668,0.464398580805668,0.464398580805668,0.464398580805668,0.464398580805668,0.464398580805668,0.464398580805668,0.464398580805668,0.464398580805668,618,0
"TCGA-DX-AB2S",1,0.998750780924581,0.998750780924581,0.99775252935263,0.99775252935263,0.996506117860415,0.996506117860415,0.996506117860415,0.996506117860415,0.996506117860415,0.991370780629725,0.991370780629725,0.988071712861931,0.988071712861931,0.988071712861931,0.988071712861931,0.988071712861931,0.979708696474518,0.979708696474518,0.97807720859795,0.97807720859795,0.973199028168904,0.971983289378737,0.967941784654916,0.967941784654916,0.963114154863677,0.963114154863677,0.963114154863677,0.963114154863677,0.963114154863677,0.963114154863677,0.963114154863677,0.94483024740489,0.94483024740489,0.94483024740489,0.942471121921942,0.942471121921942,0.942471121921942,0.942471121921942,0.942471121921942,0.942471121921942,0.942471121921942,0.942471121921942,0.942471121921942,0.928439554936399,0.926121355006366,0.912333204338138,0.912333204338138,0.912333204338138,0.912333204338138,0.912333204338138,0.903255337278819,0.903255337278819,0.903255337278819,0.903255337278819,0.903255337278819,0.89875033248982,0.889807617263556,0.889807617263556,0.889807617263556,0.880553540950945,0.869180430308615,0.864845374827137,0.864845374827137,0.862685961781071,0.862685961781071,0.862685961781071,0.862685961781071,0.852679775144844,0.852679775144844,0.84842701702433,0.84842701702433,0.83527337531958,0.83527337531958,0.83527337531958,0.83527337531958,0.83527337531958,0.83527337531958,0.83527337531958,0.826962266370257,0.795233426851192,0.79346820354385,0.79346820354385,0.783611583217666,0.781003893171545,0.781003893171545,0.781003893171545,0.769376260039764,0.769376260039764,0.75309489752816,0.75309489752816,0.75309489752816,0.75309489752816,0.75309489752816,0.75309489752816,0.75309489752816,0.691342728697498,0.691342728697498,0.691342728697498,0.684463753610654,0.684463753610654,0.684463753610654,0.684463753610654,0.684463753610654,0.684463753610654,0.684463753610654,0.684463753610654,0.684463753610654,280,0
"TCGA-IS-A3K7",1,0.996487664214285,0.989289254414762,0.989289254414762,0.989289254414762,0.98681912023298,0.98681912023298,0.980915932783483,0.980915932783483,0.980915932783483,0.971236589184373,0.957973478928504,0.944891488387047,0.925178563462723,0.912924723090208,0.912924723090208,0.903840970320966,0.903667171461714,0.903667171461714,0.881355549501217,0.881355549501217,0.881355549501217,0.881355549501217,0.879887847010536,0.879887847010536,0.875499388065465,0.875499388065465,0.875499388065465,0.875499388065465,0.875499388065465,0.875499388065465,0.875499388065465,0.873313373252367,0.873313373252367,0.873313373252367,0.871859063225282,0.871859063225282,0.871859063225282,0.871859063225282,0.871859063225282,0.871859063225282,0.871859063225282,0.871859063225282,0.871859063225282,0.871859063225282,0.871859063225282,0.870769920252424,0.870769920252424,0.870769920252424,0.870769920252424,0.870769920252424,0.870769920252424,0.870769920252424,0.870769920252424,0.870769920252424,0.870769920252424,0.870769920252424,0.86859571434158,0.86859571434158,0.86859571434158,0.864263575143154,0.861387492693133,0.861387492693133,0.861387492693133,0.861387492693133,0.861387492693133,0.861387492693133,0.861387492693133,0.857091304650163,0.857091304650163,0.853527520586855,0.853527520586855,0.832107067497653,0.832107067497653,0.832107067497653,0.832107067497653,0.832107067497653,0.832107067497653,0.832107067497653,0.827956916184592,0.822455561633903,0.818353547407159,0.818353547407159,0.818353547407159,0.818353547407159,0.813593714723149,0.813593714723149,0.813593714723149,0.813593714723149,0.813593714723149,0.813593714723149,0.813593714723149,0.813593714723149,0.813593714723149,0.813593714723149,0.813593714723149,0.800702043498837,0.800702043498837,0.800702043498837,0.798702788500117,0.798702788500117,0.798702788500117,0.798702788500117,0.798702788500117,0.798702788500117,0.798702788500117,0.798702788500117,0.798702788500117,5204,0
"TCGA-DX-A8BG",1,0.996506117860415,0.98973165458414,0.981354588487941,0.981354588487941,0.973616202854881,0.973616202854881,0.96746945216007,0.961842308813819,0.961842308813819,0.94752234242787,0.94161879558883,0.928992362038224,0.928992362038224,0.92744533098548,0.92744533098548,0.926286748586605,0.915542864374225,0.915542864374225,0.915542864374225,0.915542864374225,0.903793149312521,0.897040056446019,0.876351427772366,0.876351427772366,0.866764387457729,0.866764387457729,0.866764387457729,0.866764387457729,0.866764387457729,0.866764387457729,0.866764387457729,0.842269906637722,0.842269906637722,0.842269906637722,0.835280155163454,0.835280155163454,0.835280155163454,0.835280155163454,0.835280155163454,0.835280155163454,0.835280155163454,0.835280155163454,0.835280155163454,0.825591845052499,0.807896414487201,0.789263724892132,0.789263724892132,0.789263724892132,0.789263724892132,0.789263724892132,0.774280220773092,0.774280220773092,0.774280220773092,0.774280220773092,0.774280220773092,0.750770878808433,0.72404280754224,0.72404280754224,0.72404280754224,0.712550307791849,0.704872675055902,0.685752779985615,0.685752779985615,0.673014707969552,0.673014707969552,0.673014707969552,0.673014707969552,0.666318099736,0.666318099736,0.653124117361506,0.653124117361506,0.646625423811331,0.646625423811331,0.646625423811331,0.646625423811331,0.646625423811331,0.646625423811331,0.646625423811331,0.617142847820626,0.595420086254477,0.592450416185188,0.592450416185188,0.57360089546217,0.572645690195234,0.568366912990039,0.568366912990039,0.551569132127937,0.551569132127937,0.536607644325251,0.536607644325251,0.536607644325251,0.536607644325251,0.536607644325251,0.536607644325251,0.536607644325251,0.507891165632155,0.507891165632155,0.507891165632155,0.487976468178138,0.487976468178138,0.487976468178138,0.487976468178138,0.487976468178138,0.487976468178138,0.487976468178138,0.487976468178138,0.487976468178138,546,0
"TCGA-X2-A95T",1,0.998565844200561,0.998565844200561,0.998565844200561,0.998565844200561,0.996902953920388,0.996902953920388,0.996902953920388,0.996902953920388,0.996902953920388,0.996902953920388,0.996902953920388,0.995242832815729,0.991930879694834,0.983699135601784,0.983699135601784,0.977488728125496,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.97730076759764,0.965965178155428,0.965965178155428,0.965965178155428,0.965965178155428,0.965965178155428,0.965965178155428,0.965965178155428,0.965965178155428,0.965965178155428,0.965965178155428,0.961147406730234,0.961147406730234,0.961147406730234,0.961147406730234,0.961147406730234,0.961147406730234,0.95874753929763,0.95874753929763,0.95874753929763,0.95874753929763,0.95874753929763,0.95874753929763,0.95874753929763,0.95874753929763,0.95874753929763,0.95874753929763,0.957150957586472,0.957150957586472,0.957150957586472,0.957150957586472,0.957150957586472,0.957150957586472,0.957150957586472,0.950791174035801,0.950791174035801,0.946049083271884,0.946049083271884,0.940154715587829,0.940154715587829,0.940154715587829,0.940154715587829,0.940154715587829,0.940154715587829,0.940154715587829,0.940154715587829,0.933129931091428,0.928475926144179,0.928475926144179,0.928475926144179,0.928475926144179,0.928475926144179,0.928475926144179,0.928475926144179,0.928475926144179,0.909585405384456,0.909585405384456,0.909585405384456,0.909585405384456,0.909585405384456,0.909585405384456,0.909585405384456,0.878300593988065,0.878300593988065,0.878300593988065,0.865224401698105,0.865224401698105,0.865224401698105,0.865224401698105,0.865224401698105,0.865224401698105,0.865224401698105,0.865224401698105,0.865224401698105,1927,0
"TCGA-DX-AB35",1,0.99584200184511,0.99584200184511,0.989884839193471,0.989884839193471,0.989884839193471,0.989884839193471,0.97222631557809,0.965364045076157,0.965364045076157,0.938239530095711,0.919278030321611,0.915039652309803,0.891035319396608,0.879600124475417,0.879600124475417,0.865651168846618,0.860472812437825,0.860472812437825,0.824497151146607,0.824497151146607,0.80978897314663,0.802801126453717,0.79799874125773,0.79799874125773,0.794184143727735,0.794184143727735,0.794184143727735,0.794184143727735,0.794184143727735,0.794184143727735,0.794184143727735,0.774898474461602,0.774898474461602,0.774898474461602,0.771033652196666,0.771033652196666,0.771033652196666,0.771033652196666,0.771033652196666,0.771033652196666,0.771033652196666,0.771033652196666,0.771033652196666,0.762789432509769,0.757026823488253,0.746253498953429,0.746253498953429,0.746253498953429,0.746253498953429,0.746253498953429,0.742840996708056,0.742840996708056,0.742840996708056,0.742840996708056,0.742840996708056,0.683040017512515,0.6723103843187,0.6723103843187,0.6723103843187,0.645894890268905,0.632577946542262,0.60703442326091,0.60703442326091,0.589339351676118,0.589339351676118,0.589339351676118,0.589339351676118,0.586400009397062,0.586400009397062,0.580565231814072,0.580565231814072,0.57478851123807,0.57478851123807,0.57478851123807,0.57478851123807,0.57478851123807,0.57478851123807,0.57478851123807,0.545845244141295,0.540413993214863,0.529713079185615,0.529713079185615,0.502453031843937,0.499447339746238,0.429019411689348,0.429019411689348,0.405722258550659,0.405722258550659,0.405722258550659,0.405722258550659,0.405722258550659,0.405722258550659,0.405722258550659,0.405722258550659,0.405722258550659,0.401685254626417,0.401685254626417,0.401685254626417,0.387869457498068,0.387869457498068,0.387869457498068,0.387869457498068,0.387869457498068,0.387869457498068,0.387869457498068,0.387869457498068,0.387869457498068,928,0
